subject,media_H,media_DD,media_UD,cluster
s002,0.0922,0.32467999999999997,0.23118000000000002,47
s002,0.09372727272727274,0.27384000000000003,0.17834,25
s002,0.09312727272727273,0.29671,0.20229999999999998,47
s002,0.10173636363636364,0.26962,0.16818999999999998,36
s002,0.09443636363636364,0.40241000000000005,0.30439,31
s002,0.09917272727272727,0.35081,0.24939999999999998,47
s002,0.0948909090909091,0.29158000000000006,0.19607000000000002,36
s002,0.09963636363636365,0.38156,0.27972,47
s002,0.09012727272727274,0.30396000000000006,0.21321000000000004,42
s002,0.09581818181818182,0.27492000000000005,0.17865000000000003,25
s002,0.10010000000000002,0.37855000000000005,0.27789,47
s002,0.10974545454545455,0.42937000000000003,0.31731000000000004,47
s002,0.08743636363636363,0.27523,0.18625999999999998,25
s002,0.08568181818181818,0.30448,0.2172,47
s002,0.09003636363636364,0.28753000000000006,0.19593,42
s002,0.08424545454545457,0.22521,0.14051000000000005,25
s002,0.08572727272727274,0.26655000000000006,0.18080000000000002,25
s002,0.08205454545454546,0.25131000000000003,0.16868,25
s002,0.08939999999999998,0.28125,0.19141,25
s002,0.08781818181818181,0.25675,0.16795999999999997,25
s002,0.08751818181818181,0.32812,0.23763,27
s002,0.08913636363636364,0.29259999999999997,0.20320999999999997,25
s002,0.08287272727272726,0.28059,0.19724000000000003,27
s002,0.08661818181818182,0.29535,0.20664000000000002,47
s002,0.08626363636363638,0.34767999999999993,0.26155000000000006,47
s002,0.09145454545454546,0.271,0.17747999999999997,25
s002,0.08839090909090909,0.26482,0.17678000000000002,25
s002,0.09430000000000001,0.27932999999999997,0.18336000000000002,25
s002,0.09194545454545454,0.32988000000000006,0.23678999999999997,47
s002,0.09024545454545456,0.30678,0.2178,47
s002,0.09075454545454545,0.27154,0.17839,25
s002,0.08548181818181819,0.24951999999999996,0.16325000000000003,25
s002,0.08897272727272729,0.22236000000000003,0.13283,25
s002,0.08950909090909093,0.26524000000000003,0.17519999999999997,25
s002,0.08887272727272727,0.23026999999999997,0.14048,25
s002,0.08811818181818182,0.2189,0.13081,25
s002,0.09282727272727274,0.33284,0.24374,23
s002,0.08988181818181817,0.25184,0.16097,25
s002,0.09224545454545453,0.23172,0.13849000000000003,25
s002,0.09167272727272727,0.24297999999999997,0.15064000000000002,25
s002,0.08928181818181818,0.2237,0.13565,25
s002,0.0943909090909091,0.2153,0.11921,25
s002,0.0901818181818182,0.25922999999999996,0.16911,25
s002,0.08766363636363637,0.24692000000000003,0.15836,25
s002,0.09301818181818183,0.23363,0.1401,25
s002,0.0923,0.24161000000000002,0.14937,25
s002,0.09886363636363636,0.29109,0.19071,25
s002,0.09212727272727274,0.26531999999999994,0.17311,25
s002,0.09526363636363634,0.2398,0.14449,25
s002,0.08751818181818183,0.22691,0.13996,25
s002,0.08841818181818181,0.21159,0.12192999999999998,26
s002,0.08777272727272728,0.21983999999999998,0.13063,42
s002,0.09134545454545456,0.27316,0.18078,25
s002,0.0893181818181818,0.2754599999999999,0.18536999999999998,42
s002,0.08694545454545453,0.20465999999999998,0.11739000000000002,26
s002,0.08599090909090909,0.22979000000000002,0.14286000000000001,42
s002,0.09129999999999999,0.25016,0.15728,2
s002,0.09091818181818181,0.23245999999999997,0.14187,25
s002,0.0889,0.24571000000000004,0.15860999999999997,25
s002,0.09295454545454546,0.24339,0.14935,42
s002,0.09238181818181818,0.22599999999999998,0.13235000000000002,1
s002,0.08906363636363636,0.33984,0.24915999999999996,47
s002,0.08545454545454545,0.25577999999999995,0.16899000000000003,25
s002,0.08538181818181817,0.26083,0.17648999999999998,25
s002,0.075,0.19913000000000003,0.12252,6
s002,0.08467272727272727,0.22342,0.13707000000000003,42
s002,0.08555454545454545,0.21718000000000007,0.13051,25
s002,0.08638181818181818,0.35045,0.26256,35
s002,0.07897272727272725,0.20997000000000005,0.12919999999999998,25
s002,0.09451818181818182,0.22953,0.13541,25
s002,0.0809,0.23243,0.15109999999999998,42
s002,0.08223636363636365,0.19988,0.11623000000000001,6
s002,0.08586363636363636,0.20795,0.12054999999999998,26
s002,0.09076363636363637,0.29013,0.19812999999999997,42
s002,0.08693636363636363,0.24762,0.15817,25
s002,0.08942727272727273,0.21403,0.12552999999999997,25
s002,0.08522727272727272,0.23145000000000002,0.14239,25
s002,0.08789090909090908,0.24625,0.15688,25
s002,0.09352727272727272,0.23997000000000002,0.14936,25
s002,0.09439090909090907,0.21483,0.11982000000000001,1
s002,0.09714545454545455,0.26718,0.17014,27
s002,0.09031818181818183,0.32282,0.23259999999999997,46
s002,0.08512727272727273,0.23474,0.15013,25
s002,0.08504545454545455,0.25342000000000003,0.16629,25
s002,0.08563636363636364,0.26892,0.18350999999999998,42
s002,0.0875909090909091,0.21547999999999998,0.12877000000000002,17
s002,0.0878,0.22974,0.14092,25
s002,0.08641818181818182,0.20647000000000001,0.11951,26
s002,0.09036363636363637,0.2239,0.13289,26
s002,0.09036363636363637,0.23239,0.14153999999999997,25
s002,0.09028181818181819,0.22490000000000002,0.13333,26
s002,0.09181818181818181,0.21561000000000002,0.12290000000000001,26
s002,0.09122727272727273,0.2004,0.10933999999999999,26
s002,0.08582727272727274,0.23973,0.15274000000000001,25
s002,0.09290909090909091,0.25978,0.16545,42
s002,0.0936,0.21186,0.11481000000000001,26
s002,0.08689090909090909,0.21739999999999998,0.12929,25
s002,0.09178181818181817,0.27143,0.18039999999999998,25
s002,0.09322727272727273,0.24312999999999999,0.14861,1
s002,0.08986363636363637,0.22243,0.13015,42
s002,0.08757272727272727,0.24211999999999997,0.15341999999999997,25
s002,0.09503636363636363,0.27018999999999993,0.17605,36
s002,0.09342727272727273,0.20835999999999996,0.11308999999999998,26
s002,0.09179090909090909,0.21755,0.12255,26
s002,0.0929181818181818,0.21871999999999997,0.12435,26
s002,0.09830000000000001,0.24625999999999998,0.14708,1
s002,0.09257272727272726,0.23096,0.13862999999999998,36
s002,0.09130909090909091,0.20207999999999998,0.10845000000000002,26
s002,0.09605454545454545,0.23417,0.13685,1
s002,0.09623636363636363,0.23181,0.13445000000000001,36
s002,0.09266363636363638,0.21244000000000002,0.11851000000000003,26
s002,0.08467272727272727,0.20312000000000002,0.11547,25
s002,0.08504545454545455,0.20895999999999998,0.12153999999999998,42
s002,0.0883,0.19746000000000002,0.10783000000000001,26
s002,0.08508181818181818,0.20234999999999997,0.11481000000000001,25
s002,0.08764545454545455,0.20641000000000004,0.11655,26
s002,0.08801818181818181,0.19485000000000002,0.10563,26
s002,0.09139090909090909,0.21927999999999997,0.12564000000000003,26
s002,0.09218181818181818,0.25511999999999996,0.16272,25
s002,0.09646363636363638,0.20621,0.10669999999999999,7
s002,0.08977272727272727,0.21334000000000003,0.12466999999999999,17
s002,0.09152727272727272,0.22734000000000001,0.13387,25
s002,0.08964545454545454,0.21535,0.12279,42
s002,0.09713636363636363,0.20578,0.10701000000000001,26
s002,0.08816363636363636,0.22325,0.13498,25
s002,0.09303636363636364,0.20851999999999998,0.11352,42
s002,0.08733636363636364,0.21074,0.12313999999999999,25
s002,0.08831818181818182,0.20808999999999997,0.11762000000000002,42
s002,0.09126363636363637,0.22498,0.13279999999999997,36
s002,0.09653636363636364,0.20375000000000001,0.10603,1
s002,0.0938090909090909,0.20855,0.1137,26
s002,0.09214545454545453,0.20163999999999999,0.10704,26
s002,0.08991818181818183,0.20254999999999995,0.1113,26
s002,0.09644545454545456,0.22228999999999996,0.12300999999999998,1
s002,0.08437272727272727,0.17259,0.08524999999999999,26
s002,0.08571818181818182,0.20110999999999998,0.11295,26
s002,0.08546363636363635,0.19422,0.10776000000000001,26
s002,0.08935454545454545,0.23060999999999998,0.14225000000000002,17
s002,0.09313636363636366,0.21234999999999998,0.11719000000000002,26
s002,0.09190000000000001,0.21066000000000001,0.11667000000000001,25
s002,0.09551818181818182,0.21488000000000002,0.11751999999999999,36
s002,0.09861818181818184,0.21119,0.11112999999999999,36
s002,0.09310909090909093,0.19473,0.09928,26
s002,0.09587272727272728,0.21960000000000002,0.1237,36
s002,0.09305454545454545,0.19935,0.10305999999999997,26
s002,0.09020909090909092,0.18651,0.09319,26
s002,0.0846909090909091,0.19866999999999999,0.11120999999999999,26
s002,0.09955454545454545,0.20025999999999997,0.09921999999999999,1
s002,0.08909090909090911,0.18995999999999996,0.10028000000000001,26
s002,0.08987272727272727,0.20257999999999998,0.11279999999999998,26
s002,0.09899090909090909,0.21334,0.11424000000000001,1
s002,0.09930909090909092,0.18866999999999998,0.08751,1
s002,0.08984545454545455,0.19813999999999998,0.10736000000000001,26
s002,0.09611818181818182,0.19815,0.10018,1
s002,0.0950909090909091,0.19508,0.09745000000000001,26
s002,0.09067272727272728,0.25409000000000004,0.16164,2
s002,0.0935,0.19122,0.09616,26
s002,0.09255454545454546,0.23742000000000005,0.14313000000000003,1
s002,0.0949,0.23601,0.13982999999999998,42
s002,0.09056363636363636,0.21340999999999996,0.1224,42
s002,0.09896363636363636,0.21429,0.1152,1
s002,0.07366363636363636,0.18508,0.10919999999999999,6
s002,0.0806181818181818,0.17317,0.08911,26
s002,0.06961818181818182,0.26166,0.18944,10
s002,0.07554545454545454,0.16839,0.08785,14
s002,0.08094545454545456,0.17432999999999998,0.08965,26
s002,0.0791090909090909,0.18324999999999997,0.10222,6
s002,0.07898181818181818,0.18376,0.10221,6
s002,0.08408181818181817,0.17229,0.08486999999999999,26
s002,0.08108181818181819,0.18641000000000002,0.10352999999999998,6
s002,0.08719999999999999,0.1862,0.09654,14
s002,0.0791,0.17188,0.09142000000000002,26
s002,0.08693636363636363,0.24623999999999996,0.15893000000000004,25
s002,0.07341818181818183,0.20972999999999997,0.13517,26
s002,0.0750090909090909,0.17091,0.09479,6
s002,0.08422727272727273,0.20781999999999998,0.12137,14
s002,0.08157272727272727,0.18875000000000003,0.10623,26
s002,0.08241818181818182,0.1992,0.11498,26
s002,0.08698181818181817,0.20828000000000002,0.11997,25
s002,0.07874545454545455,0.20045000000000002,0.12069,26
s002,0.08889090909090908,0.24874999999999997,0.15807000000000002,44
s002,0.08227272727272728,0.20790999999999998,0.12308999999999999,25
s002,0.08982727272727273,0.19842,0.10695000000000002,26
s002,0.08356363636363637,0.18098,0.09620999999999999,26
s002,0.08796363636363635,0.20520999999999998,0.11938,26
s002,0.08551818181818183,0.23501000000000002,0.14889,42
s002,0.08924545454545454,0.25856,0.17103000000000002,0
s002,0.07919999999999999,0.18585,0.10362,14
s002,0.08068181818181817,0.20941,0.12905,42
s002,0.08060909090909091,0.18756,0.10668,26
s002,0.07915454545454545,0.24624000000000001,0.16643000000000002,42
s002,0.08301818181818182,0.18169000000000002,0.09718000000000002,26
s002,0.08252727272727273,0.20823999999999998,0.12483,25
s002,0.09029090909090907,0.18405999999999997,0.09205,1
s002,0.09151818181818182,0.26071,0.16661,25
s002,0.08806363636363637,0.20486999999999997,0.11531,42
s002,0.08543636363636364,0.20594,0.12049000000000001,42
s002,0.09404545454545454,0.19931,0.10354000000000001,26
s002,0.09443636363636361,0.18774,0.09140999999999999,1
s002,0.0905818181818182,0.1953,0.10266,26
s002,0.08808181818181816,0.18943,0.09852999999999999,26
s002,0.08626363636363636,0.18295000000000003,0.09315999999999999,26
s002,0.09187272727272727,0.19724999999999998,0.10281999999999998,26
s002,0.08717272727272728,0.20072,0.11288000000000001,26
s002,0.08166363636363637,0.18794,0.10424000000000003,26
s002,0.08888181818181819,0.21073,0.12120000000000002,42
s002,0.08644545454545455,0.28367,0.1969,22
s002,0.09555454545454545,0.18541,0.08826999999999999,1
s002,0.09590000000000001,0.19118,0.09630000000000001,26
s002,0.08785454545454545,0.18753000000000003,0.09818,26
s002,0.08825454545454546,0.17353999999999997,0.08242999999999999,26
s002,0.08573636363636364,0.17288,0.08507,26
s002,0.08077272727272727,0.17329999999999998,0.08941000000000002,26
s002,0.0803818181818182,0.17731,0.09544000000000002,26
s002,0.07558181818181818,0.18162999999999999,0.10506,6
s002,0.08165454545454547,0.19527999999999998,0.11246,26
s002,0.08778181818181818,0.20764,0.11747,25
s002,0.08596363636363637,0.18425999999999998,0.09907,26
s002,0.08186363636363637,0.16015000000000001,0.07702,6
s002,0.08202727272727274,0.17342,0.09093,26
s002,0.08056363636363635,0.17293,0.09019999999999997,6
s002,0.09007272727272728,0.18455000000000002,0.09223,26
s002,0.0842909090909091,0.21552000000000002,0.13159,25
s002,0.08882727272727274,0.16689,0.07612,26
s002,0.08573636363636364,0.21503999999999998,0.12878,25
s002,0.08283636363636364,0.17212999999999998,0.08848,26
s002,0.08579090909090908,0.16987999999999998,0.08359000000000001,26
s002,0.07905454545454546,0.17177,0.09194,26
s002,0.08556363636363637,0.18125000000000002,0.09384,26
s002,0.07524545454545456,0.16921000000000003,0.09356999999999999,6
s002,0.08221818181818183,0.17445999999999998,0.09263,6
s002,0.08303636363636363,0.20037,0.11732000000000001,25
s002,0.07738181818181819,0.17969,0.10199,6
s002,0.08377272727272728,0.15510000000000002,0.06984000000000001,26
s002,0.08288181818181818,0.19329999999999997,0.11068,26
s002,0.08231818181818182,0.15898,0.07638,26
s002,0.0878,0.16553,0.07608000000000001,26
s002,0.08301818181818181,0.16856999999999997,0.08501,6
s002,0.08284545454545457,0.18070999999999998,0.09778999999999999,26
s002,0.0810909090909091,0.16862000000000002,0.08708,26
s002,0.08041818181818182,0.19515,0.1145,25
s002,0.08608181818181816,0.19315,0.10543,26
s002,0.07957272727272727,0.17213000000000003,0.09165000000000001,6
s002,0.08990909090909091,0.20400000000000001,0.11425999999999999,42
s002,0.08577272727272728,0.17131000000000002,0.08557000000000001,6
s002,0.08006363636363638,0.19061000000000003,0.11038,6
s002,0.0847909090909091,0.17419,0.08792000000000001,6
s002,0.08034545454545454,0.17315,0.09247999999999999,26
s002,0.0813,0.16662999999999997,0.08464,6
s002,0.09094545454545454,0.18378999999999998,0.09423000000000001,17
s002,0.07641818181818182,0.17025999999999997,0.0924,6
s002,0.08490909090909092,0.17785,0.09225999999999998,26
s002,0.08788181818181817,0.18385,0.09433,26
s002,0.08258181818181819,0.17569,0.0928,26
s002,0.08301818181818182,0.18037999999999998,0.09738,26
s002,0.08317272727272727,0.20596,0.11986,25
s002,0.08465454545454545,0.18369,0.09733,26
s002,0.08003636363636363,0.18036000000000002,0.09963,26
s002,0.08906363636363636,0.18614999999999998,0.09512000000000001,26
s002,0.08602727272727273,0.17868,0.09202,26
s002,0.09298181818181818,0.21511999999999998,0.1186,26
s002,0.08470000000000001,0.24335,0.15784,25
s002,0.09187272727272729,0.2723400000000001,0.17878,42
s002,0.08616363636363636,0.17595,0.08801,26
s002,0.08559090909090908,0.19156,0.10459,26
s002,0.0910181818181818,0.18512,0.09292,26
s002,0.09025454545454546,0.18119999999999997,0.08925999999999999,26
s002,0.08313636363636363,0.18682000000000004,0.1034,6
s002,0.0947,0.2319,0.13605,38
s002,0.08736363636363635,0.19796,0.11007,42
s002,0.09652727272727274,0.19158999999999998,0.09576,17
s002,0.09235454545454545,0.22515000000000002,0.13082,27
s002,0.08019090909090909,0.20725,0.12521999999999997,25
s002,0.08071818181818181,0.19751999999999997,0.11495999999999999,26
s002,0.08589999999999999,0.23124000000000003,0.14598999999999998,25
s002,0.0842181818181818,0.18344,0.097,26
s002,0.09153636363636362,0.18536,0.09346,26
s002,0.09433636363636365,0.21874,0.12307000000000001,42
s002,0.08443636363636363,0.23005,0.14527,25
s002,0.08168181818181817,0.17633999999999997,0.09375,6
s002,0.09493636363636361,0.17485999999999996,0.07882000000000002,17
s002,0.09980000000000001,0.17913999999999997,0.07939,17
s002,0.07893636363636364,0.19369000000000003,0.11491,6
s002,0.09712727272727273,0.24087999999999998,0.14373,42
s002,0.08557272727272729,0.20291,0.11715,26
s002,0.09271818181818182,0.18672999999999998,0.09263000000000002,26
s002,0.09456363636363636,0.1788,0.08381000000000001,17
s002,0.08918181818181818,0.21029,0.12016000000000002,25
s002,0.08708181818181818,0.21241999999999997,0.12381000000000002,42
s002,0.09343636363636364,0.18498,0.09054,1
s002,0.0992090909090909,0.22762000000000002,0.12838999999999998,1
s002,0.08843636363636363,0.21338,0.12401999999999999,17
s002,0.10634545454545453,0.19354,0.08487999999999998,1
s002,0.09618181818181819,0.18703000000000003,0.08944,1
s002,0.09248181818181819,0.20526999999999998,0.11080000000000001,26
s002,0.10127272727272728,0.21439999999999998,0.11269,17
s002,0.08404545454545455,0.21954,0.13643,25
s002,0.0930909090909091,0.28326,0.18923000000000006,25
s002,0.09764545454545455,0.19501,0.09910999999999999,17
s002,0.10211818181818183,0.19053,0.08944,1
s002,0.09467272727272728,0.19403,0.09902,26
s002,0.1124181818181818,0.22680000000000003,0.11152999999999999,3
s002,0.09438181818181816,0.29074,0.19447000000000003,22
s002,0.09342727272727273,0.19166,0.09702,26
s002,0.08581818181818182,0.22042,0.13157,25
s002,0.08806363636363636,0.19274,0.10331000000000001,26
s002,0.09128181818181819,0.20312000000000002,0.11000000000000001,26
s002,0.09488181818181816,0.20608999999999997,0.11009,1
s002,0.10116363636363634,0.1966,0.09387,17
s002,0.0901,0.18257,0.09191,17
s002,0.09079090909090909,0.19192000000000004,0.10277,17
s002,0.1179636363636364,0.2852,0.16566000000000003,12
s002,0.11887272727272725,0.26241,0.14218,45
s002,0.119,0.26091,0.14096,1
s002,0.12527272727272729,0.2618,0.13589999999999997,45
s002,0.12115454545454543,0.22387,0.10192000000000001,45
s002,0.12455454545454545,0.27803999999999995,0.15096000000000004,12
s002,0.12740909090909092,0.24394000000000005,0.11824999999999997,45
s002,0.14076363636363637,0.30611999999999995,0.16527,32
s002,0.13906363636363636,0.27046000000000003,0.1291,32
s002,0.13573636363636365,0.22165999999999997,0.08639,32
s002,0.12210909090909089,0.26824000000000003,0.14469,45
s002,0.11370000000000001,0.21380999999999997,0.09814,1
s002,0.12035454545454546,0.22166000000000002,0.09953999999999999,45
s002,0.12553636363636367,0.26355,0.13689,45
s002,0.11386363636363636,0.2479,0.13471,45
s002,0.13372727272727272,0.28667999999999993,0.15394000000000002,32
s002,0.1313272727272727,0.26050999999999996,0.12793000000000002,32
s002,0.12554545454545454,0.26964,0.1436,12
s002,0.1268090909090909,0.22685,0.10109000000000001,45
s002,0.12374545454545455,0.23314,0.10855999999999999,45
s002,0.10931818181818183,0.20576,0.10197999999999999,17
s002,0.12477272727272726,0.22879999999999998,0.10232000000000001,45
s002,0.11504545454545455,0.23623,0.11164,12
s002,0.10913636363636363,0.2662,0.15813,27
s002,0.12013636363636365,0.22107000000000002,0.10096000000000001,45
s002,0.12883636363636367,0.22069,0.0943,45
s002,0.13342727272727273,0.20345,0.06982,45
s002,0.12505454545454545,0.21805000000000002,0.09341999999999999,45
s002,0.13056363636363638,0.2116,0.08220999999999999,45
s002,0.12301818181818182,0.19915,0.07531000000000002,45
s002,0.13446363636363637,0.23482000000000003,0.1018,32
s002,0.14285454545454546,0.24952999999999997,0.10313999999999998,32
s002,0.11944545454545455,0.21762,0.09645000000000001,12
s002,0.13558181818181816,0.24731,0.10851999999999999,32
s002,0.12331818181818183,0.23457999999999996,0.11185999999999999,45
s002,0.1310181818181818,0.20961000000000002,0.07709999999999999,45
s002,0.12380000000000001,0.28762999999999994,0.16295999999999997,38
s002,0.13367272727272728,0.26652,0.13086000000000003,32
s002,0.1166909090909091,0.28125,0.16419,1
s002,0.13077272727272726,0.24046000000000003,0.10807,45
s002,0.12923636363636365,0.22901,0.09955,45
s002,0.15136363636363637,0.23491,0.08868,32
s002,0.13243636363636363,0.28113,0.14456,12
s002,0.13759999999999997,0.23908999999999997,0.0975,32
s002,0.13332727272727274,0.23190999999999998,0.09293,45
s002,0.10433636363636363,0.22092,0.11629,1
s002,0.12660000000000002,0.26638,0.13957999999999998,32
s002,0.1293727272727273,0.24709000000000003,0.11737,45
s002,0.13154545454545455,0.25437000000000004,0.12121,32
s002,0.12059090909090907,0.33507,0.21322000000000002,12
s003,0.11043636363636365,0.3432,0.23206999999999994,12
s003,0.10881818181818183,0.34705,0.23769999999999997,12
s003,0.12105454545454547,0.31528999999999996,0.19012999999999997,12
s003,0.11775454545454546,0.40266,0.2827100000000001,22
s003,0.10482727272727273,0.35446,0.24902000000000002,35
s003,0.11012727272727273,0.24258000000000007,0.13152,1
s003,0.11408181818181817,0.34957000000000005,0.23506,35
s003,0.10140909090909092,0.2468,0.14354,36
s003,0.10228181818181818,0.3100300000000001,0.20678999999999997,22
s003,0.11222727272727274,0.29653,0.18132,36
s003,0.10947272727272729,0.27361,0.1656,30
s003,0.11833636363636364,0.26359,0.14408000000000004,45
s003,0.11527272727272728,0.2299,0.11200000000000002,45
s003,0.11413636363636362,0.22803,0.11234999999999999,45
s003,0.10655454545454544,0.36014,0.25328,34
s003,0.11683636363636363,0.27760999999999997,0.16102,45
s003,0.11073636363636363,0.32498,0.21307,36
s003,0.1125181818181818,0.3280600000000001,0.20610999999999996,12
s003,0.11160000000000002,0.30284999999999995,0.19031,36
s003,0.11709090909090909,0.24114,0.12182,1
s003,0.11106363636363636,0.24007,0.12647999999999998,7
s003,0.11541818181818181,0.30233000000000004,0.18611,30
s003,0.12285454545454542,0.28362000000000004,0.15825,12
s003,0.1187727272727273,0.23331999999999997,0.11328,45
s003,0.12107272727272726,0.25261000000000006,0.12859000000000004,45
s003,0.11674545454545453,0.25433,0.13177,36
s003,0.11713636363636364,0.20185,0.0819,45
s003,0.12009090909090907,0.19429,0.07171999999999999,45
s003,0.10756363636363636,0.28068,0.16476000000000002,36
s003,0.12213636363636365,0.25265,0.12677,12
s003,0.11676363636363635,0.3687300000000001,0.24905000000000005,34
s003,0.11603636363636366,0.23557,0.11762000000000002,45
s003,0.11596363636363637,0.31026000000000004,0.19299,36
s003,0.11915454545454546,0.22601000000000004,0.10537,45
s003,0.13204545454545455,0.23673000000000002,0.10404000000000002,45
s003,0.11818181818181817,0.20505,0.08461,45
s003,0.1163181818181818,0.2193,0.10108999999999999,45
s003,0.12609090909090906,0.20704000000000003,0.08051,45
s003,0.12498181818181821,0.20353999999999997,0.07680000000000001,45
s003,0.1144090909090909,0.22711,0.11361000000000002,45
s003,0.11350909090909092,0.20776999999999995,0.09175,45
s003,0.1202727272727273,0.20795000000000002,0.08645000000000001,45
s003,0.11748181818181819,0.21067,0.08998999999999999,45
s003,0.12372727272727274,0.20138000000000003,0.07394,45
s003,0.12181818181818184,0.19823,0.07410000000000001,45
s003,0.11914545454545457,0.2447,0.12304,12
s003,0.12819090909090908,0.27701,0.14967000000000003,12
s003,0.12249090909090908,0.22037,0.0988,45
s003,0.12257272727272728,0.21149,0.0869,45
s003,0.1148,0.24088999999999997,0.12388000000000002,8
s003,0.12027272727272727,0.25722,0.13358,12
s003,0.10337272727272726,0.27888,0.17391000000000004,12
s003,0.10684545454545452,0.2553599999999999,0.14575,12
s003,0.10334545454545453,0.32149000000000005,0.21547,36
s003,0.11100909090909092,0.3813200000000001,0.26821,46
s003,0.11472727272727273,0.30028,0.18349999999999997,12
s003,0.09788181818181818,0.37504,0.27670999999999996,47
s003,0.0996090909090909,0.23221000000000003,0.12932,36
s003,0.10106363636363636,0.22006,0.11385,1
s003,0.10219090909090908,0.21004,0.10572999999999999,1
s003,0.09363636363636361,0.20665000000000006,0.11120000000000001,26
s003,0.09522727272727276,0.21107,0.11321,1
s003,0.08453636363636362,0.2378,0.15199000000000001,38
s003,0.09317272727272728,0.19075999999999999,0.09376,1
s003,0.09620000000000001,0.19564,0.09609999999999999,1
s003,0.09462727272727273,0.18769,0.08589999999999999,1
s003,0.10375454545454545,0.17373,0.06986999999999999,1
s003,0.1021909090909091,0.17153999999999997,0.06747,7
s003,0.10617272727272727,0.17690999999999998,0.06941,1
s003,0.11234545454545453,0.22992999999999997,0.11484999999999998,12
s003,0.1047909090909091,0.22325,0.11653,36
s003,0.11699999999999999,0.17669,0.05689000000000001,45
s003,0.0995909090909091,0.18187,0.07961,7
s003,0.1069909090909091,0.22738,0.11838,27
s003,0.10104545454545454,0.3154,0.21217000000000003,23
s003,0.11154545454545453,0.18816000000000002,0.0737,45
s003,0.10165454545454546,0.1739,0.06952,1
s003,0.11115454545454546,0.22894,0.11569999999999998,36
s003,0.10968181818181816,0.18058,0.06785,1
s003,0.11108181818181816,0.19226000000000001,0.07794000000000001,45
s003,0.11746363636363634,0.16175,0.04059,45
s003,0.11423636363636365,0.16873999999999997,0.04778,16
s003,0.10929090909090909,0.23836,0.12751,36
s003,0.11204545454545455,0.17664000000000002,0.06268,45
s003,0.11104545454545454,0.17819000000000002,0.06515,45
s003,0.10394545454545452,0.16638999999999998,0.06139,1
s003,0.10919090909090907,0.23934000000000002,0.12918000000000002,27
s003,0.11055454545454545,0.3585,0.24755,23
s003,0.11100909090909092,0.31652,0.20763000000000004,30
s003,0.11809090909090908,0.1803,0.06154,45
s003,0.12895454545454546,0.21929000000000004,0.08789000000000001,45
s003,0.12049090909090908,0.17519,0.04795999999999999,45
s003,0.1333,0.17998000000000003,0.04417,16
s003,0.12669090909090908,0.18753999999999998,0.058289999999999995,45
s003,0.13558181818181816,0.23418999999999998,0.09900999999999999,16
s003,0.12449090909090908,0.22377000000000002,0.09776,45
s003,0.13156363636363635,0.17951,0.04617,16
s003,0.1217818181818182,0.16462000000000002,0.04138,45
s003,0.11310909090909091,0.20142,0.08753000000000001,45
s003,0.11898181818181817,0.19134999999999996,0.07013,45
s003,0.11641818181818181,0.22268,0.10367,12
s003,0.10686363636363637,0.19692000000000004,0.08565,1
s003,0.10761818181818182,0.2198,0.11227000000000001,1
s003,0.1016,0.20772000000000004,0.10462,36
s003,0.1103272727272727,0.25060000000000004,0.13901,36
